,Project.Name,Address,Transacted Price,Price (psf),Date,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,Avg area sqf,Dist_Sch_Label
7879,N.A.,41 NIVEN ROAD,4620000,3117,2022-05-24,2021,Resale,9,2022,1,Freehold,188,ANGLO-CHINESE SCHOOL (JUNIOR),1.151410213,LITTLE INDIA MRT STATION,0.339427927,1482.2,2
7880,BEECHWOOD TERRACE,30 BEECHWOOD GROVE,2500000,1173,2022-05-24,1997,Resale,25,2022,1,99-yr,1,ADMIRALTY PRIMARY SCHOOL,3.027322768,MARSILING MRT STATION,0.769200992,2131.27,3
7881,LEGEND @ JANSEN,43C JANSEN ROAD,2350000,1143,2022-05-24,2008,Resale,19,2022,1,999-yr,1,ROSYTH SCHOOL,1.307738459,KOVAN MRT STATION,1.07647863,2055.92,2
7882,PALACIO,63D LORONG M TELOK KURAU,3690000,944,2022-05-25,2015,Resale,15,2022,1,Freehold,1,TAO NAN SCHOOL,0.732728347,MARINE TERRACE MRT STATION,0.546402944,3907.33,1
7883,PARC CLEMATIS,2F JALAN LEMPENG,4480000,1293,2022-05-26,Uncompleted,New Sale,5,2022,1,99-yr,24,NAN HUA PRIMARY SCHOOL,0.283672069,CLEMENTI MRT STATION,0.726303382,3466.01,1
7884,CABANA,277 SUNRISE TERRACE,2588800,850,2022-05-27,2013,Resale,28,2022,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.37814923,YIO CHU KANG MRT STATION,1.282138462,3046.21,3
7885,YEW LIAN PARK,158 TAMAN PERMATA,3870000,2175,2022-05-27,1967,Resale,20,2022,1,Freehold,1,AI TONG SCHOOL,1.166878953,UPPER THOMSON MRT STATION,0.510378558,1779.29,2
7886,N.A.,236 CARPMAEL ROAD,2950000,1816,2022-05-30,2021,Resale,15,2022,1,Freehold,188,TAO NAN SCHOOL,1.048159136,MARINE PARADE MRT STATION,0.574876428,1624.29,2
7887,CHARLTON RESIDENCES,11 CHARLTON ROAD,3360000,628,2022-05-30,2014,Resale,19,2022,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.80601394,KOVAN MRT STATION,0.629677166,5349.71,1
7888,THE SPRINGFIELD,81 CHEMPAKA KUNING LINK,2000000,860,2022-05-30,1999,Resale,16,2022,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.620677307,TANAH MERAH MRT STATION,0.645651219,2325.02,2
7889,JERVOISVILLE,37A JERVOIS ROAD,8000000,2359,2022-05-30,1989,Resale,10,2022,1,Freehold,1,RADIN MAS PRIMARY SCHOOL,2.211539374,ORCHARD BOULEVARD MRT STATION,0.849505294,3390.66,3
7890,KENT RIDGE HILL RESIDENCES,60J SOUTH BUONA VISTA ROAD,2654400,1451,2022-05-30,Uncompleted,New Sale,5,2022,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.197252968,PASIR PANJANG MRT STATION,0.572417921,1829.88,3
7891,SERANGOON GARDEN ESTATE,26 WORTHING ROAD,5600000,1348,2022-05-30,2022,Resale,19,2022,1,999-yr,1,ROSYTH SCHOOL,0.957799243,LORONG CHUAN MRT STATION,1.829939447,4154.9,1
7892,GARDEN VIEW ESTATE,23 CONWAY CIRCLE,4880000,1288,2022-05-30,2007,Resale,19,2022,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.579017305,LORONG CHUAN MRT STATION,0.923604332,3787.85,2
7893,SPRINGWOOD,10 SPRINGWOOD CRESCENT,3200000,1732,2022-05-31,1990,Resale,5,2022,1,Freehold,1,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.49819938,PASIR PANJANG MRT STATION,0.276105603,1847.1,3
7894,CASHEW GREEN,120 CASHEW ROAD,5971056,1960,2022-05-31,Uncompleted,New Sale,23,2022,1,999-yr,1,WEST SPRING PRIMARY SCHOOL,1.873449672,CASHEW MRT STATION,0.717756609,3046.21,2
7895,CASHEW ESTATE,48 CASHEW TERRACE,4000000,1113,2022-05-31,1981,Resale,23,2022,1,999-yr,1,WEST SPRING PRIMARY SCHOOL,2.011127677,CASHEW MRT STATION,0.281654505,3593.02,3
7896,KENT RIDGE HILL RESIDENCES,56E SOUTH BUONA VISTA ROAD,3158736,1528,2022-06-01,Uncompleted,New Sale,5,2022,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.261835583,PASIR PANJANG MRT STATION,0.511722751,2066.69,3
7897,N.A.,79 JOO CHIAT WALK,3400000,1930,2022-06-01,2021,Resale,15,2022,1,Freehold,188,TAO NAN SCHOOL,1.07560537,KEMBANGAN MRT STATION,0.675450394,1762.07,2
7898,PLATINA GARDENS,30D PLATINA ROAD,3588000,1522,2022-06-01,2013,Resale,27,2022,1,Freehold,1,NORTHLAND PRIMARY SCHOOL,1.992549813,YISHUN MRT STATION,1.179989986,2357.32,2
7899,N.A.,15 BUNGA RAMPAI PLACE,3950000,1605,2022-06-01,2021,Resale,19,2022,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.727803035,BARTLEY MRT STATION,0.603749338,2461.73,1
7900,N.A.,6C JALAN SEMPADAN,3100000,1807,2022-06-01,2021,Resale,15,2022,1,Freehold,188,TAO NAN SCHOOL,1.898816854,SIGLAP MRT STATION,0.3953096,1715.78,2
7901,CHANGI HEIGHTS,55 JALAN SINAR BINTANG,2860000,1650,2022-06-01,2002,Resale,17,2022,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.523037474,CHANGI AIRPORT MRT STATION,1.835417291,1733.0,2
7902,GREENWOOD VILLAS,8 GREENWOOD WALK,6128000,2756,2022-06-01,1991,Resale,11,2022,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.471511676,TAN KAH KEE MRT STATION,0.87271886,2223.84,1
7903,SUNBIRD PARK,73 SUNBIRD ROAD,3890000,1635,2022-06-01,1992,Resale,16,2022,1,Freehold,1,CHONGZHENG PRIMARY SCHOOL,1.554925607,EXPO MRT STATION,0.598873237,2378.84,2
7904,RIVERFRONT RESIDENCES,65 HOUGANG AVENUE 7,2364075,1121,2022-06-02,Uncompleted,New Sale,19,2022,1,99-yr,17,CHIJ OUR LADY OF THE NATIVITY,0.408308296,HOUGANG MRT STATION,0.898825272,2109.74,1
7905,OPERA ESTATE,112 FIDELIO STREET,4500000,1620,2022-06-02,2022,Resale,15,2022,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.951798768,KEMBANGAN MRT STATION,1.007801476,2778.19,2
7906,HILLVIEW VILLAS,55 HILLVIEW CRESCENT,4950000,1196,2022-06-02,1992,Resale,23,2022,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.468588832,BUKIT GOMBAK MRT STATION,0.876917132,4138.76,2
7907,N.A.,24 FOWLIE ROAD,4400000,2722,2022-06-02,2021,Resale,15,2022,1,Freehold,188,TAO NAN SCHOOL,1.028966685,MARINE PARADE MRT STATION,0.52448394,1616.75,2
7908,N.A.,55 RICHARDS PLACE,4555888,2011,2022-06-03,2021,Resale,19,2022,1,Freehold,188,XINMIN PRIMARY SCHOOL,1.044111434,KOVAN MRT STATION,0.610070612,2265.82,2
7909,N.A.,9B CARPMAEL ROAD,4800000,1884,2022-06-03,2021,Resale,15,2022,1,Freehold,188,KONG HWA SCHOOL,1.099449177,PAYA LEBAR MRT STATION,0.689523572,2547.84,2
7910,BARTLEY RISE ESTATE,2 EDEN GROVE,3080000,836,2022-06-06,1972,Resale,19,2022,1,Freehold,1,MARIS STELLA HIGH SCHOOL,0.746947146,WOODLEIGH MRT STATION,0.525690625,3684.52,1
7911,SPRINGWOOD,70 JALAN MAT JAMBOL,5030000,1731,2022-06-06,1990,Resale,5,2022,1,Freehold,1,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.324475583,PASIR PANJANG MRT STATION,0.450801504,2906.28,3
7912,N.A.,17 OAKWOOD GROVE,1968880,1042,2022-06-06,2021,Resale,25,2022,1,99-yr,188,ADMIRALTY PRIMARY SCHOOL,2.830123193,MARSILING MRT STATION,0.865101826,1889.08,3
7913,CLOVER PARK,15 CLOVER WAY,6000000,1377,2022-06-07,2020,Resale,20,2022,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.572651262,MARYMOUNT MRT STATION,0.470373671,4358.34,1
7914,TIVOLI GARDENS,181 TAI KENG GARDENS,2680000,1660,2022-06-07,1998,Resale,19,2022,1,99-yr,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.435616268,BARTLEY MRT STATION,0.681011147,1614.6,1
7915,N.A.,6 MUGLISTON ROAD,9200000,1913,2022-06-07,2021,Resale,15,2022,1,Freehold,188,TAO NAN SCHOOL,1.21064463,MARINE PARADE MRT STATION,0.501469164,4809.36,2
7916,N.A.,13 EVERITT ROAD NORTH,3010000,1436,2022-06-07,2021,Resale,15,2022,1,Freehold,188,MAHA BODHI SCHOOL,1.381069557,EUNOS MRT STATION,0.453796814,2095.75,2
7917,SEMBAWANG HILLS ESTATE,24 JALAN TELANG,4020000,2028,2022-06-07,2021,Resale,20,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.703122635,MAYFLOWER MRT STATION,1.038190944,1982.73,1
7918,FULTON HILL,4 FULTON ROAD,3650000,1684,2022-06-08,1981,Resale,20,2022,1,Freehold,1,AI TONG SCHOOL,0.117239972,BRIGHT HILL MRT STATION,0.199306355,2167.87,1
7919,VILLA VERDE,198 VERDE VIEW,2230000,1140,2022-06-09,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.046358237,CHOA CHU KANG MRT STATION,0.869434279,1955.82,2
7920,RAYA GARDEN,3C JALAN LOKAM,3080000,1806,2022-06-09,1972,Resale,19,2022,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.514585848,BARTLEY MRT STATION,0.42320401,1705.02,1
7921,CHARLTON PARK,129 JALAN PELIKAT,3523000,1729,2022-06-09,1985,Resale,19,2022,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.54997841,KOVAN MRT STATION,0.659411754,2037.63,1
7922,MALAYSIA PARK,82H LORONG MELAYU,3200000,1576,2022-06-09,1996,Resale,14,2022,1,Freehold,1,MAHA BODHI SCHOOL,1.152186263,KEMBANGAN MRT STATION,0.394415672,2030.09,2
7923,CHIP THYE GARDEN,37 YIO CHU KANG GARDENS,3768000,1744,2022-06-10,2010,Resale,20,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.993815235,LENTOR MRT STATION,0.448853745,2160.33,1
7924,THE SPRINGFIELD,40 CHEMPAKA KUNING LINK,2050000,814,2022-06-10,1999,Resale,16,2022,1,99-yr,1,RED SWASTIKA SCHOOL,1.684020251,TANAH MERAH MRT STATION,0.68513137,2518.78,2
7925,THE GREENWOOD,14 GREENWOOD LANE,5188888,3214,2022-06-10,2011,Resale,11,2022,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.781222433,SIXTH AVENUE MRT STATION,1.110278151,1614.6,1
7926,HILLVIEW VILLAS,123 HILLVIEW CRESCENT,3660000,1706,2022-06-12,1992,Resale,23,2022,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.625292113,BUKIT GOMBAK MRT STATION,1.063445879,2145.27,2
7927,MONT TIMAH,61 BUKIT WAY,3875000,853,2022-06-13,2011,Resale,21,2022,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.937819971,BEAUTY WORLD MRT STATION,0.602783103,4542.41,1
7928,FLORISSA PARK,58 FLORISSA PARK,4380000,1358,2022-06-13,1988,Resale,26,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.552835248,LENTOR MRT STATION,0.242166658,3225.97,2
7929,PALACIO,63G LORONG M TELOK KURAU,3680000,942,2022-06-13,2015,Resale,15,2022,1,Freehold,1,TAO NAN SCHOOL,0.724406959,MARINE TERRACE MRT STATION,0.547235135,3907.33,1
7930,LOYANG VILLAS,222 LOYANG RISE,1970000,1220,2022-06-13,1996,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.097636844,TAMPINES EAST MRT STATION,1.512142665,1614.6,2
7931,SARACA VILLAS,51 SARACA TERRACE,2330000,1224,2022-06-13,2002,Resale,28,2022,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.057521931,YIO CHU KANG MRT STATION,1.572520435,1904.15,3
7932,SELETAR HILLS ESTATE,83 KASAI ROAD,4324128,1488,2022-06-13,2020,Resale,28,2022,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.477085788,YIO CHU KANG MRT STATION,2.168222965,2906.28,2
7933,GREENRIDGE,2 GREENRIDGE CRESCENT,7500000,1935,2022-06-14,2021,Resale,21,2022,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.134261669,BEAUTY WORLD MRT STATION,1.251166149,3876.12,2
7934,THE GREENWOOD,251 GREENWOOD AVENUE,3250000,1090,2022-06-14,2011,Resale,11,2022,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.902250889,SIXTH AVENUE MRT STATION,1.141821614,2981.63,1
7935,VILLA VERDE,79 VERDE GROVE,2340000,996,2022-06-14,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.172291739,YEW TEE MRT STATION,0.726899522,2349.78,2
7936,CASHEW VILLAS,156 CASHEW CRESCENT,5030000,1673,2022-06-14,2013,Resale,23,2022,1,999-yr,1,WEST SPRING PRIMARY SCHOOL,1.973871196,CASHEW MRT STATION,0.588041528,3007.46,2
7937,LOYANG VILLAS,131 LOYANG RISE,2650000,683,2022-06-15,1996,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.019961922,TAMPINES EAST MRT STATION,1.384444634,3880.42,2
7938,PASIR RIS BEACH PARK,7 PASIR RIS TERRACE,3380000,1408,2022-06-15,2019,Resale,18,2022,1,999-yr,1,PASIR RIS PRIMARY SCHOOL,2.245020204,PASIR RIS MRT STATION,1.005510947,2400.37,3
7939,EAST COAST HILL,19 SENNETT AVENUE,3780000,1953,2022-06-15,2011,Resale,16,2022,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.062545723,BAYSHORE MRT STATION,0.846554692,1935.37,2
7940,CHARLTON PARK,72 JALAN MASTULI,3628000,1874,2022-06-15,1985,Resale,19,2022,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.615785016,KOVAN MRT STATION,0.615184615,1936.44,1
7941,LUCKY HILL,82 BEDOK TERRACE,3620000,1927,2022-06-17,2012,Resale,16,2022,1,999-yr,1,TEMASEK PRIMARY SCHOOL,0.819867806,TANAH MERAH MRT STATION,0.233427549,1878.32,1
7942,N.A.,16 HOW SUN AVENUE,2360000,1849,2022-06-17,2021,Resale,19,2022,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.424501786,BARTLEY MRT STATION,0.255500126,1276.61,1
7943,SANNY PARK,28 MERRYN AVENUE,5800000,3445,2022-06-17,2012,Resale,11,2022,1,Freehold,1,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.546539759,STEVENS MRT STATION,0.590057016,1683.49,1
7944,THE SPRINGSIDE,48 SPRINGSIDE PLACE,3980000,1630,2022-06-17,2016,Resale,26,2022,1,Freehold,1,NORTHLAND PRIMARY SCHOOL,2.814634466,SPRINGLEAF MRT STATION,0.934294547,2441.28,3
7945,OPERA ESTATE,96 TERANG BULAN AVENUE,4100000,2375,2022-06-17,2022,Resale,15,2022,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.829608551,KEMBANGAN MRT STATION,0.956241187,1726.55,2
7946,N.A.,1D RIVIERA DRIVE,5660000,1449,2022-06-17,2021,Resale,16,2022,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.300879426,BAYSHORE MRT STATION,0.349889134,3905.18,1
7947,CLOVER PARK,26 CLOVER WAY,4450000,1685,2022-06-20,2020,Resale,20,2022,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.623351809,MARYMOUNT MRT STATION,0.455753727,2640.41,1
7948,N.A.,41A LORONG J TELOK KURAU,3700000,1725,2022-06-20,2021,Resale,15,2022,1,Freehold,188,TAO NAN SCHOOL,1.023572987,EUNOS MRT STATION,0.863544301,2145.27,2
7949,N.A.,154 LANGSAT ROAD,3480000,1571,2022-06-20,2021,Resale,15,2022,1,Freehold,188,TAO NAN SCHOOL,1.36098564,EUNOS MRT STATION,0.497561454,2215.23,2
7950,THE TENERIFFE,226 LAUREL WOOD AVENUE,3080000,970,2022-06-20,2003,Resale,10,2022,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.381171283,SIXTH AVENUE MRT STATION,0.83910023,3175.38,2
7951,CAPITOL PARK,11 JALAN SENI,5300000,2900,2022-06-21,2011,Resale,11,2022,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.301200646,BOTANIC GARDENS MRT STATION,0.585750585,1827.73,2
7952,N.A.,27 JOO CHIAT AVENUE,3500000,1939,2022-06-21,2021,Resale,15,2022,1,Freehold,188,TAO NAN SCHOOL,1.17193034,KEMBANGAN MRT STATION,0.640877687,1805.12,2
7953,N.A.,3 JALAN MAHIR,3400000,2063,2022-06-21,2021,Resale,19,2022,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.532104189,BARTLEY MRT STATION,0.500432189,1647.97,1
7954,N.A.,18 TOH YI ROAD,4800000,1628,2022-06-22,2021,Resale,21,2022,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.573272742,BEAUTY WORLD MRT STATION,0.680762816,2948.26,1
7955,N.A.,26 LIMAU GROVE,3850000,2288,2022-06-22,2021,Resale,16,2022,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.895037844,SUNGEI BEDOK MRT STATION,0.664521054,1682.41,1
7956,HORIZON GREEN,739 ANG MO KIO AVENUE 2,3100000,706,2022-06-23,2003,Resale,20,2022,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.233948773,MAYFLOWER MRT STATION,0.570854354,4391.71,1
7957,N.A.,82 BEDOK ROAD,3768888,2271,2022-06-27,2021,Resale,16,2022,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.131442319,SUNGEI BEDOK MRT STATION,0.445069466,1659.81,2
7958,KOVAN REGENCY,28 KOVAN RISE,3800000,1026,2022-06-27,2015,Resale,19,2022,1,99-yr,14,XINMIN PRIMARY SCHOOL,0.898378256,KOVAN MRT STATION,0.36536955,3702.82,1
7959,N.A.,11A ST. MICHAEL'S ROAD,3650000,2383,2022-06-27,2021,Resale,12,2022,1,Freehold,188,PEI CHUN PUBLIC SCHOOL,1.61394662,BOON KENG MRT STATION,0.730690988,1531.72,2
7960,SPRINGWOOD,16 SPRINGWOOD CLOSE,4050000,2007,2022-06-27,1990,Resale,5,2022,1,Freehold,1,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.566090347,PASIR PANJANG MRT STATION,0.206609633,2018.25,3
7961,YUNNAN GARDENS,120 YUNNAN CRESCENT,3250000,1098,2022-06-27,2000,Resale,22,2022,1,Freehold,1,FRONTIER PRIMARY SCHOOL,1.003302816,PIONEER MRT STATION,0.712359741,2959.02,2
7962,MACPHERSON GARDEN ESTATE,90 JALAN GEMBIRA,1980000,2232,2022-06-27,2020,Resale,13,2022,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.147228143,MATTAR MRT STATION,0.642681567,886.95,2
7963,CASHEW VILLAS,164 CASHEW CRESCENT,4650000,2160,2022-06-27,2013,Resale,23,2022,1,999-yr,1,WEST SPRING PRIMARY SCHOOL,1.92686115,CASHEW MRT STATION,0.607927821,2152.8,2
7964,SOUTH UNION PARK,37 ELITE TERRACE,3080000,1802,2022-06-29,2001,Resale,15,2022,1,Freehold,1,TAO NAN SCHOOL,1.899291092,SIGLAP MRT STATION,0.879794927,1709.32,2
7965,TEACHER'S HOUSING ESTATE,154 TAGORE AVENUE,3258000,1816,2022-06-29,2011,Resale,26,2022,1,999-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.028132171,LENTOR MRT STATION,0.969767132,1794.36,2
7966,EIGHT RIVERSUITES,28 WHAMPOA EAST,2728000,967,2022-06-29,2016,Resale,12,2022,1,99-yr,29,PEI CHUN PUBLIC SCHOOL,1.980616399,BOON KENG MRT STATION,0.410173528,2820.17,2
7967,WINDSOR PARK ESTATE,68 WINDSOR PARK ROAD,4150000,2032,2022-06-29,2012,Resale,20,2022,1,Freehold,1,AI TONG SCHOOL,0.867851999,UPPER THOMSON MRT STATION,0.866043592,2041.93,1
7968,N.A.,44 JALAN RINDU,2350000,1139,2022-06-30,2021,Resale,19,2022,1,99-yr,188,MARIS STELLA HIGH SCHOOL,0.417475932,BARTLEY MRT STATION,0.429007656,2063.46,1
7969,SUMMERLEA GREEN,23 KISMIS GREEN,3080000,1400,2022-06-30,1998,Resale,21,2022,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.673030685,BEAUTY WORLD MRT STATION,0.85174584,2200.16,1
7970,CLEMENTI GREEN,28 CLEMENTI CRESCENT,5100000,1501,2022-06-30,1978,Resale,21,2022,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.403494454,CLEMENTI MRT STATION,1.320112018,3398.19,2
7971,KENT RIDGE HILL RESIDENCES,56H SOUTH BUONA VISTA ROAD,2881525,1575,2022-07-01,Uncompleted,New Sale,5,2022,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.246140156,PASIR PANJANG MRT STATION,0.529237893,1829.88,3
7972,THE GREENWOOD,259 GREENWOOD AVENUE,3330000,1113,2022-07-01,2011,Resale,11,2022,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.902231666,SIXTH AVENUE MRT STATION,1.160666247,2992.39,1
7973,LUCKY HILL,116 JALAN LANGGAR BEDOK,3840000,2079,2022-07-01,-,Resale,16,2022,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.017824001,TANAH MERAH MRT STATION,0.337453877,1847.1,2
7974,N.A.,335B PASIR PANJANG ROAD,4250000,1821,2022-07-01,1994,Resale,5,2022,1,Freehold,7,FAIRFIELD METHODIST SCHOOL (PRIMARY),1.594595515,HAW PAR VILLA MRT STATION,0.900748793,2333.64,2
7975,N.A.,14 STILL LANE,4880000,1853,2022-07-01,1993,Resale,15,2022,1,Freehold,7,TAO NAN SCHOOL,0.660820205,MARINE TERRACE MRT STATION,0.823735629,2632.87,1
7976,OPERA ESTATE,6 CARMEN TERRACE,4700000,2878,2022-07-01,2021,Resale,15,2022,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.867601584,BEDOK MRT STATION,0.769319058,1632.9,2
7977,ESTE VILLA,33B NIM ROAD,2980000,871,2022-07-01,2013,Resale,28,2022,1,Freehold,1,ROSYTH SCHOOL,1.555056872,ANG MO KIO MRT STATION,2.066813187,3422.95,2
7978,TEACHER'S HOUSING ESTATE,140 TAGORE AVENUE,3220000,1790,2022-07-01,-,Resale,26,2022,1,999-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.977206886,LENTOR MRT STATION,0.975748222,1798.66,1
7979,N.A.,1 JALAN TANJONG,4500000,1179,2022-07-04,1996,Resale,16,2022,1,Freehold,7,RED SWASTIKA SCHOOL,1.024806082,TANAH MERAH MRT STATION,0.49930273,3816.91,2
7980,N.A.,15 LORONG PAYA LEBAR,3180000,2367,2022-07-04,1958,Resale,19,2022,1,Freehold,7,MARIS STELLA HIGH SCHOOL,0.832179349,TAI SENG MRT STATION,0.556633524,1343.35,1
7981,MOUNT SINAI,58 MOUNT SINAI DRIVE,7500000,2520,2022-07-04,2013,Resale,10,2022,1,999-yr,1,HENRY PARK PRIMARY SCHOOL,0.364535402,DOVER MRT STATION,0.701962695,2976.25,1
7982,CHIP THYE GARDEN,86 YIO CHU KANG GARDENS,3300000,1747,2022-07-04,1981,Resale,20,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.911310426,LENTOR MRT STATION,0.557435483,1889.08,1
7983,HILLCREST VILLA,9R HILLCREST ROAD,3350000,1062,2022-07-04,2009,Resale,11,2022,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.154434684,TAN KAH KEE MRT STATION,0.422286182,3153.85,1
7984,HOMES AT EASTWOOD PLACE,24 EASTWOOD PLACE,3180000,1188,2022-07-04,1997,Resale,16,2022,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.296402261,SUNGEI BEDOK MRT STATION,0.248058956,2675.93,2
7985,MACPHERSON GARDEN ESTATE,52 JALAN SETIA,2050000,2317,2022-07-04,-,Resale,13,2022,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.018604658,MATTAR MRT STATION,0.78028911,884.8,2
7986,D'MANOR,265 TANAH MERAH KECHIL AVENUE,2350000,863,2022-07-04,2000,Resale,16,2022,1,99-yr,1,RED SWASTIKA SCHOOL,1.325577879,TANAH MERAH MRT STATION,0.379181643,2723.29,2
7987,OPERA ESTATE,40 NORMA TERRACE,3050000,1907,2022-07-04,-,Resale,15,2022,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.643809122,BEDOK MRT STATION,0.649820614,1599.53,2
7988,HILLVIEW GARDEN ESTATE,18 JALAN GUMILANG,3880000,1292,2022-07-05,-,Resale,23,2022,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.452910433,HILLVIEW MRT STATION,0.815615633,3004.23,2
7989,PAVILION PARK,19 PAVILION PLACE,3500000,2168,2022-07-05,2010,Resale,23,2022,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.708223095,BUKIT GOMBAK MRT STATION,1.250198121,1614.6,1
7990,FUDU PARK,12 FUDU WALK,4380000,1428,2022-07-05,1990,Resale,26,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.821117496,LENTOR MRT STATION,0.494922849,3067.74,2
7991,LOYANG VILLAS,13 LOYANG VIEW,2510000,1555,2022-07-05,1996,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.055307546,TAMPINES EAST MRT STATION,1.43083968,1614.6,2
7992,VILLA VERDE,56 VERDE GROVE,1980000,1226,2022-07-05,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.224194869,YEW TEE MRT STATION,0.748145827,1614.6,2
7993,LA SALLE VILLAS,8C LA SALLE STREET,4925000,2019,2022-07-05,2002,Resale,15,2022,1,Freehold,1,TAO NAN SCHOOL,1.575627308,KEMBANGAN MRT STATION,0.756522268,2439.12,2
7994,CHARLTON RESIDENCES,7B CHARLTON ROAD,3288888,615,2022-07-06,2014,Resale,19,2022,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.836511704,KOVAN MRT STATION,0.625900299,5349.71,1
7995,N.A.,13 JALAN JAMAL,4600000,2573,2022-07-06,2013,Resale,15,2022,1,Freehold,7,TAO NAN SCHOOL,1.779859026,SIGLAP MRT STATION,0.639069548,1787.9,2
7996,KEW VALE,399 KEW CRESCENT,2500000,1460,2022-07-06,1995,Resale,16,2022,1,99-yr,1,TEMASEK PRIMARY SCHOOL,0.3055518,BEDOK SOUTH MRT STATION,0.331270959,1712.55,1
