Project.Name,Address,Transacted Price,Price (psf),Date,Property.Type,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,ENBLOC,Avg area sqf,Dist_Sch_Label
N.A.,11A SERAYA ROAD,3650000,2046,30/9/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.259972478,MARINE PARADE MRT STATION,0.665589863,0,1783.59,2
TUDOR TEN,17 TUDOR CLOSE,7460000,598,30/9/2021,Detached House,1999,Resale,11,2021,1,Freehold,1,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.101108845,BOTANIC GARDENS MRT STATION,0.593833964,0,12475.48,2
THE WOODS,207 WESTWOOD AVENUE,2102000,525,30/9/2021,Terrace House,2013,Resale,22,2021,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.584930807,PIONEER MRT STATION,1.550860946,0,4004.21,1
THE WHITLEY RESIDENCES,137H WHITLEY ROAD,4800000,861,30/9/2021,Semi-Detached House,2016,Resale,11,2021,1,Freehold,1,ANGLO-CHINESE SCHOOL (PRIMARY),0.837957608,MOUNT PLEASANT MRT STATION,0.382355535,0,5575.75,1
N.A.,59 HOLLAND GROVE DRIVE,7100000,2268,30/9/2021,Semi-Detached House,2021,Resale,10,2021,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.600774354,DOVER MRT STATION,0.275636074,0,3130.17,1
SEMBAWANG HILLS ESTATE,77 JALAN CHENGAM,4980000,1602,30/9/2021,Terrace House,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.264245118,MAYFLOWER MRT STATION,0.598796991,0,3108.64,1
SERANGOON GARDEN ESTATE,28 CONISTON GROVE,2650000,1441,30/9/2021,Terrace House,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.657075357,LORONG CHUAN MRT STATION,0.823938456,0,1839.57,2
ST NICHOLAS VIEW,65 ST. NICHOLAS VIEW,2035000,1259,30/9/2021,Terrace House,1999,Resale,20,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.18441074,MAYFLOWER MRT STATION,0.489468255,0,1616.75,1
THE TENERIFFE,200 LAUREL WOOD AVENUE,2800000,891,30/9/2021,Terrace House,2003,Resale,10,2021,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.381171283,SIXTH AVENUE MRT STATION,0.83910023,0,3143.09,2
N.A.,108 EVERITT ROAD,5800000,1730,30/9/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.050338278,MARINE PARADE MRT STATION,0.911985762,0,3351.91,2
N.A.,100 ST. FRANCIS ROAD,3600000,1038,30/9/2021,Terrace House,2021,Resale,12,2021,1,Freehold,188,PEI CHUN PUBLIC SCHOOL,1.664751314,BOON KENG MRT STATION,0.684473413,0,3469.24,2
ESTRIVILLAS,55R JALAN LIM TAI SEE,3750000,669,30/9/2021,Semi-Detached House,2013,Resale,10,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.060563471,HOLLAND VILLAGE MRT STATION,1.116991799,0,5608.04,2
SEMBAWANG SPRINGS ESTATE,79 JALAN KEMUNING,3398000,747,30/9/2021,Semi-Detached House,2021,Resale,27,2021,1,999-yr,1,WELLINGTON PRIMARY SCHOOL,1.07285049,CANBERRA MRT STATION,0.382786359,0,4547.79,2
N.A.,255 ONAN ROAD,6450000,2017,30/9/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.293581336,MARINE PARADE MRT STATION,0.965614177,0,3197.98,2
CHARLTON PARK,33E CHARLTON ROAD,3200000,1006,30/9/2021,Semi-Detached House,1985,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.642734456,KOVAN MRT STATION,0.654431152,0,3181.84,1
N.A.,24 EASTWOOD GREEN,2050000,1041,30/9/2021,Terrace House,2021,Resale,16,2021,1,99-yr,188,TEMASEK PRIMARY SCHOOL,1.301985272,SUNGEI BEDOK MRT STATION,0.269389305,0,1968.74,2
SHANGRI-LA PARK,33 SHANGRI-LA WALK,4500000,1366,30/9/2021,Semi-Detached House,2016,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.348248954,MAYFLOWER MRT STATION,0.393358526,0,3293.78,1
N.A.,10A DYSON ROAD,9220000,2514,30/9/2021,Semi-Detached House,Uncompleted,Sub Sale,11,2021,1,Freehold,188,CHIJ PRIMARY (TOA PAYOH),0.828175062,MOUNT PLEASANT MRT STATION,0.600276997,0,3667.08,1
PARRY PARK,12 PARRY TERRACE,2890000,1718,1/10/2021,Terrace House,1991,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,0.791484198,KOVAN MRT STATION,1.045323295,0,1682.41,1
FLORENCE GROVE,6 FLORENCE CLOSE,3780000,2316,1/10/2021,Terrace House,1993,Resale,19,2021,1,Freehold,1,HOLY INNOCENTS' PRIMARY SCHOOL,1.013469686,KOVAN MRT STATION,0.267384671,0,1631.82,2
N.A.,3A AROOZOO LANE,6800000,1349,1/10/2021,Detached House,2021,Resale,19,2021,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.542392238,KOVAN MRT STATION,0.7212515,0,5041.86,1
CLEMENTI GREEN,14 CLEMENTI CRESCENT,4718888,1395,1/10/2021,Terrace House,1978,Resale,21,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.4485955,CLEMENTI MRT STATION,1.335139917,0,3382.05,2
N.A.,118 COVE DRIVE,12000000,1751,1/10/2021,Detached House,2021,Resale,4,2021,1,99-yr,188,RADIN MAS PRIMARY SCHOOL,4.119331708,HARBOURFRONT MRT STATION,3.210605101,0,6851.29,3
N.A.,23 LANGSAT ROAD,3500000,1373,1/10/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.462258732,EUNOS MRT STATION,0.552774731,0,2548.92,2
ISLAND COUNTRY VILLAS,28 CASUARINA WALK,2529000,824,1/10/2021,Semi-Detached House,1999,Resale,20,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.854601841,MAYFLOWER MRT STATION,1.169460191,0,3067.74,1
WATERFRONT @ FABER,26 FABER WALK,2830000,960,1/10/2021,Terrace House,2017,Resale,5,2021,1,99-yr,5,NAN HUA PRIMARY SCHOOL,0.78636549,CLEMENTI MRT STATION,1.445082929,0,2949.34,1
N.A.,29 LILY AVENUE,7500000,2208,1/10/2021,Semi-Detached House,2021,Resale,10,2021,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,1.43462445,SIXTH AVENUE MRT STATION,0.405935385,0,3396.04,2
SERANGOON GARDEN ESTATE,39 TAVISTOCK AVENUE,4088000,1539,1/10/2021,Semi-Detached House,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.363753397,ANG MO KIO MRT STATION,1.515695947,0,2655.48,2
N.A.,16 RICHARDS PLACE,2700000,1016,1/10/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,XINMIN PRIMARY SCHOOL,1.10408476,KOVAN MRT STATION,0.470650401,0,2656.56,2
N.A.,15G RICHARDS PLACE,6680000,1042,1/10/2021,Semi-Detached House,2021,Resale,19,2021,1,Freehold,188,XINMIN PRIMARY SCHOOL,1.164450143,KOVAN MRT STATION,0.530715906,0,6409.96,2
LOYANG VILLAS,49 LOYANG RISE,1510000,919,1/10/2021,Terrace House,1996,Resale,17,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.175330973,TAMPINES EAST MRT STATION,1.186128642,0,1643.66,2
N.A.,79A SIGLAP ROAD,5280000,1551,1/10/2021,Semi-Detached House,Uncompleted,New Sale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.682503236,SIGLAP MRT STATION,1.076361275,0,3403.58,2
8 @ STRATTON,2B STRATTON GREEN,2858000,559,4/10/2021,Semi-Detached House,2009,Resale,28,2021,1,Freehold,1,ROSYTH SCHOOL,1.57095022,ANG MO KIO MRT STATION,2.218113265,0,5112.9,2
THE MORRIS RESIDENCES,63F PAYA LEBAR CRESCENT,3220000,755,4/10/2021,Terrace House,2016,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.085785431,BARTLEY MRT STATION,0.864567982,0,4262.54,1
HAUS@SERANGOON GARDEN,2 SERANGOON GARDEN DRIVE,3050000,1345,4/10/2021,Terrace House,2016,Resale,19,2021,1,99-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.761685783,ANG MO KIO MRT STATION,1.332190844,0,2267.97,2
SENNETT ESTATE,3 KENANGA AVENUE,5490000,1104,4/10/2021,Semi-Detached House,2016,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.07596718,POTONG PASIR MRT STATION,0.777347167,0,4972.97,2
ISLAND COUNTRY VILLAS,62 OLD UPPER THOMSON ROAD,2090000,855,4/10/2021,Semi-Detached House,1999,Resale,20,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.891982033,MAYFLOWER MRT STATION,1.210662949,0,2443.43,1
FABER HILLS,21 FABER TERRACE,5688800,972,4/10/2021,Semi-Detached House,2008,Resale,5,2021,1,Freehold,1,NAN HUA PRIMARY SCHOOL,0.648215626,CLEMENTI MRT STATION,1.269392742,0,5850.23,1
HORIZON GREEN,42 THOMSON WALK,2030000,678,4/10/2021,Terrace House,2003,Resale,20,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.349577881,MAYFLOWER MRT STATION,0.681211758,0,2992.39,1
LOYANG VILLAS,101 LOYANG RISE,1900000,934,4/10/2021,Terrace House,1996,Resale,17,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.086298518,TAMPINES EAST MRT STATION,1.273236398,0,2034.4,2
MIMOSA TERRACE,29 MIMOSA TERRACE,3150000,1385,4/10/2021,Terrace House,2008,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.803770586,YIO CHU KANG MRT STATION,1.834388699,0,2274.43,2
N.A.,13 HARVEY CLOSE,4100000,1272,4/10/2021,Semi-Detached House,2021,Resale,16,2021,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.123326758,SIMEI MRT STATION,0.269242034,0,3223.82,2
WESTLAKE GARDENS,106 WESTLAKE AVENUE,8000000,1371,4/10/2021,Detached House,2015,Resale,20,2021,1,Freehold,1,CHIJ PRIMARY (TOA PAYOH),1.267154415,CALDECOTT MRT STATION,0.669740938,0,5835.16,2
WESTLAKE GARDENS,106 WESTLAKE AVENUE,7550000,1294,19/4/2022,Detached House,2015,Resale,20,2022,1,Freehold,1,CHIJ PRIMARY (TOA PAYOH),1.267154415,CALDECOTT MRT STATION,0.669740938,0,5835.16,2
N.A.,7 HAIG LANE,6200000,1597,4/10/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.164496211,MARINE PARADE MRT STATION,1.011407947,0,3881.5,2
N.A.,10 HOLLAND GROVE WALK,14500000,1777,5/10/2021,Detached House,2021,Resale,10,2021,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.490642552,DOVER MRT STATION,0.369038198,0,8161.26,1
KING'S GARDEN,17 KING'S CLOSE,8738000,2003,5/10/2021,Semi-Detached House,2015,Resale,10,2021,1,999-yr,1,NANYANG PRIMARY SCHOOL,0.540401945,FARRER ROAD MRT STATION,0.452770181,0,4361.57,1
BAN GUAN PARK,22 GREENLEAF AVENUE,6450000,1848,5/10/2021,Semi-Detached House,2021,Resale,10,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,0.892543466,SIXTH AVENUE MRT STATION,1.321449321,0,3489.69,1
SEMBAWANG HILLS ESTATE,106 JALAN LEBAN,2850000,1414,5/10/2021,Terrace House,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.386213237,MAYFLOWER MRT STATION,0.721661886,0,2015.02,1
SOMMERVILLE RESIDENCES,32 SOMMERVILLE WALK,3400000,757,5/10/2021,Semi-Detached House,2012,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,0.910152635,SERANGOON MRT STATION,0.518802968,0,4488.59,1
N.A.,25 POH HUAT ROAD,3760000,1091,5/10/2021,Semi-Detached House,2021,Resale,19,2021,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.583186241,KOVAN MRT STATION,0.697861781,0,3445.56,1
MERA TERRACE,29 SEAGULL WALK,3300000,2044,5/10/2021,Terrace House,1996,Resale,16,2021,1,Freehold,1,CHONGZHENG PRIMARY SCHOOL,1.427819565,UPPER CHANGI MRT STATION,0.564602827,0,1614.6,2
N.A.,24 CORONATION ROAD WEST,36000000,1468,5/10/2021,Detached House,2021,Resale,10,2021,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.960191739,HOLLAND VILLAGE MRT STATION,0.74420542,0,24531.16,1
FRANKEL ESTATE,22 FRANKEL AVENUE,9500000,1277,5/10/2021,Detached House,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.400350552,KEMBANGAN MRT STATION,0.643578656,0,7440.08,2
BURGUNDY HILL,27 BURGUNDY CRESCENT,3000000,663,5/10/2021,Semi-Detached House,1999,Resale,23,2021,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.728833647,BUKIT BATOK MRT STATION,1.655091214,0,4521.96,2
WASHINGTON VILLA,108 TAMARIND ROAD,5020000,1042,5/10/2021,Semi-Detached House,2009,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.683042039,YIO CHU KANG MRT STATION,1.926877211,0,4815.81,2
N.A.,17 WHITLEY ROAD,6000000,1475,5/10/2021,Semi-Detached House,2021,Resale,11,2021,1,Freehold,188,CHIJ PRIMARY (TOA PAYOH),0.683606389,MOUNT PLEASANT MRT STATION,0.584953337,0,4067.72,1
N.A.,75C LORONG MARZUKI,4300000,1089,5/10/2021,Semi-Detached House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,0.832925544,KEMBANGAN MRT STATION,0.727206573,0,3950.39,1
SELETAR HILLS ESTATE,54 JALAN JARAK,3250000,880,6/10/2021,Semi-Detached House,2020,Resale,28,2021,1,999-yr,1,ROSYTH SCHOOL,1.098907035,BUANGKOK MRT STATION,2.229697478,0,3692.05,2
N.A.,72 JALAN KASAU,2388000,732,6/10/2021,Semi-Detached House,2021,Resale,25,2021,1,Freehold,188,WEST SPRING PRIMARY SCHOOL,3.159628164,KRANJI MRT STATION,0.918321391,0,3261.49,3
N.A.,17A LIM TAI SEE WALK,5450000,2288,6/10/2021,Semi-Detached House,2021,Resale,10,2021,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,1.125662691,SIXTH AVENUE MRT STATION,1.03659208,0,2382.07,2
TEACHER'S HOUSING ESTATE,76 TAGORE AVENUE,3450000,1403,6/10/2021,Terrace House,2011,Resale,26,2021,1,999-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.825932688,LENTOR MRT STATION,0.882991197,0,2459.57,1
TAI YUAN GARDEN,27 TAI YUAN HEIGHTS,4733000,1369,6/10/2021,Semi-Detached House,1979,Resale,19,2021,1,Freehold,1,ROSYTH SCHOOL,1.679953704,LORONG CHUAN MRT STATION,0.972547173,0,3456.32,2
SHAMROCK PARK,9 NAMLY RISE,6700000,2091,6/10/2021,Semi-Detached House,2016,Resale,10,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.40539086,SIXTH AVENUE MRT STATION,0.584805114,0,3204.44,2
N.A.,3 KOON SENG ROAD,3000000,1715,6/10/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.17671027,MARINE PARADE MRT STATION,0.903810785,0,1749.15,2
SEVEN CRESCENT,7F CRESCENT ROAD,3950000,913,6/10/2021,Detached House,2013,Resale,15,2021,1,Freehold,1,KONG HWA SCHOOL,1.352093631,TANJONG KATONG MRT STATION,0.425303223,0,4327.13,2
HOMES AT EASTWOOD PLACE,8 EASTWOOD PLACE,2128000,1116,6/10/2021,Terrace House,1997,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.310370064,SUNGEI BEDOK MRT STATION,0.198370116,0,1906.3,2
WESTVILLE,182 WESTWOOD CRESCENT,1490000,818,6/10/2021,Terrace House,1998,Resale,22,2021,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.759560593,PIONEER MRT STATION,1.804755102,0,1821.27,1
MACPHERSON GARDEN ESTATE,52 JALAN KEMAJUAN,2680000,2968,6/10/2021,Terrace House,2020,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.013648621,TAI SENG MRT STATION,0.756650108,0,903.1,2
FRANKEL ESTATE,70 FRANKEL AVENUE,7800000,2012,6/10/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.247128573,MARINE TERRACE MRT STATION,0.881954185,0,3876.12,2
N.A.,1A HAI SING CRESCENT,4100000,1567,6/10/2021,Semi-Detached House,2021,Resale,19,2021,1,999-yr,188,HOLY INNOCENTS' PRIMARY SCHOOL,0.21617939,HOUGANG MRT STATION,0.680697551,0,2616.73,1
N.A.,73 JALAN CHEMPAKA KUNING,475000,155,6/10/2021,Semi-Detached House,2021,Resale,16,2021,1,99-yr,188,RED SWASTIKA SCHOOL,1.594002075,TANAH MERAH MRT STATION,0.602370013,0,3072.05,2
SELETAR HILLS ESTATE,54 JALAN KERUING,2650000,1146,6/10/2021,Terrace House,2020,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.000788294,BUANGKOK MRT STATION,2.134185756,0,2313.18,2
N.A.,49 JALAN MINGGU,2428000,2100,7/10/2021,Terrace House,2021,Resale,20,2021,1,Freehold,188,AI TONG SCHOOL,0.803390935,UPPER THOMSON MRT STATION,0.4597585,0,1156.05,1
N.A.,19 LIM AH PIN ROAD,2850000,1274,7/10/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,HOLY INNOCENTS' PRIMARY SCHOOL,0.831992148,KOVAN MRT STATION,0.474616575,0,2237.84,1
THE SPRINGSIDE,145 SPRINGSIDE VIEW,4300000,1276,7/10/2021,Terrace House,2016,Resale,26,2021,1,Freehold,1,NORTHLAND PRIMARY SCHOOL,2.455828621,SPRINGLEAF MRT STATION,1.200181856,0,3370.21,3
RAFFLES PARK,48 ORIOLE CRESCENT,17688888,1649,7/10/2021,Detached House,2014,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.511827453,SIXTH AVENUE MRT STATION,0.882685051,0,10729.56,1
N.A.,2 PENAGA PLACE,2748888,843,7/10/2021,Terrace House,2021,Resale,27,2021,1,99-yr,188,WELLINGTON PRIMARY SCHOOL,2.01137956,CANBERRA MRT STATION,2.133359442,0,3262.57,3
N.A.,50A PHILLIPS AVENUE,3750000,1904,7/10/2021,Terrace House,2021,Resale,19,2021,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.867787136,KOVAN MRT STATION,0.671523088,0,1969.81,1
N.A.,79A HUA GUAN AVENUE,8900000,2226,7/10/2021,Semi-Detached House,2021,Resale,21,2021,1,999-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.18978746,KING ALBERT PARK MRT STATION,0.841394748,0,3997.75,2
MISTRAL PARK,30 JALAN ANGIN LAUT,3980000,872,7/10/2021,Terrace House,1994,Resale,16,2021,1,Freehold,1,CHONGZHENG PRIMARY SCHOOL,1.342571954,SIMEI MRT STATION,0.495816559,0,4563.94,2
N.A.,82 FERNHILL CLOSE,6250000,2801,7/10/2021,Semi-Detached House,2021,Resale,10,2021,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.051472371,NAPIER MRT STATION,0.787175372,0,2231.38,2
SERANGOON GARDEN ESTATE,36 WORTHING ROAD,3500000,1189,7/10/2021,Semi-Detached House,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,0.932208875,LORONG CHUAN MRT STATION,1.875615013,0,2942.88,1
YUNNAN GARDENS,20 YUNNAN CRESCENT,3088000,961,7/10/2021,Terrace House,2000,Resale,22,2021,1,Freehold,1,FRONTIER PRIMARY SCHOOL,0.897065706,PIONEER MRT STATION,0.662088953,0,3213.05,1
LILAC PARK,23 LILAC DRIVE,1500000,653,7/10/2021,Terrace House,2015,Resale,28,2021,1,Freehold,1,ROSYTH SCHOOL,1.799463421,YIO CHU KANG MRT STATION,1.819922018,0,2295.96,2
N.A.,58 LORONG H TELOK KURAU,3288000,1851,7/10/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.193987556,KEMBANGAN MRT STATION,0.626081938,0,1776.06,2
LOYANG VILLAS,84 LOYANG RISE,1620000,1003,7/10/2021,Terrace House,1996,Resale,17,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.005933119,TAMPINES EAST MRT STATION,1.482552962,0,1614.6,2
WINDSOR PARK ESTATE,22 WINDSOR PARK ROAD,4300000,1347,7/10/2021,Terrace House,2012,Resale,20,2021,1,Freehold,1,AI TONG SCHOOL,0.700885882,UPPER THOMSON MRT STATION,0.741377736,0,3191.53,1
N.A.,26 MARLENE AVENUE,13000000,1211,7/10/2021,Detached House,2021,Resale,19,2021,1,Freehold,188,ROSYTH SCHOOL,1.377615033,SERANGOON MRT STATION,1.190013426,0,10736.01,2
BRIGHTHILL RESIDENCES,11A BRIGHT HILL CRESCENT,6500000,2835,7/10/2021,Semi-Detached House,Uncompleted,New Sale,20,2021,1,Freehold,1,AI TONG SCHOOL,0.498008019,UPPER THOMSON MRT STATION,0.189324442,0,2292.73,1
BRIGHTHILL RESIDENCES,11B BRIGHT HILL CRESCENT,7300000,2006,7/10/2021,Semi-Detached House,Uncompleted,New Sale,20,2021,1,Freehold,1,AI TONG SCHOOL,0.498609437,UPPER THOMSON MRT STATION,0.184528151,0,3638.23,1
SERANGOON GARDEN ESTATE,1 JALAN CHULEK,1680000,353,8/10/2021,Terrace House,2022,Resale,19,2021,1,99-yr,1,ROSYTH SCHOOL,1.047912118,LORONG CHUAN MRT STATION,1.671736722,0,4763.07,2
N.A.,69 LORONG GAMBIR,4000000,1485,8/10/2021,Semi-Detached House,2021,Resale,19,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.506902521,SERANGOON MRT STATION,0.477121607,0,2693.15,1
TAI HWAN GARDEN,87 TAI HWAN HEIGHTS,8380000,949,8/10/2021,Detached House,1980,Resale,19,2021,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.255256369,LORONG CHUAN MRT STATION,0.722795588,0,8830.79,2
SARACA VILLAS,27 SARACA TERRACE,2250000,887,8/10/2021,Terrace House,2002,Resale,28,2021,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.021659736,YIO CHU KANG MRT STATION,1.588671507,0,2536,3
ARCHIPELAGO,577 BEDOK RESERVOIR ROAD,3420000,777,8/10/2021,Semi-Detached House,2015,Resale,16,2021,1,99-yr,5,YU NENG PRIMARY SCHOOL,1.359206558,BEDOK NORTH MRT STATION,0.45363818,0,4402.48,2
N.A.,61 BINJAI PARK,37500000,1457,8/10/2021,Detached House,2021,Resale,21,2021,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.327829057,KING ALBERT PARK MRT STATION,0.820192817,0,25739.95,2
N.A.,168 CARPMAEL ROAD,6680000,1763,8/10/2021,Detached House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.206929279,MARINE PARADE MRT STATION,0.778561583,0,3788.93,2
CHANGI HEIGHTS,7 JALAN SINAR BINTANG,2580000,1489,8/10/2021,Terrace House,2002,Resale,17,2021,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.39193031,CHANGI AIRPORT MRT STATION,1.99224363,0,1733,2
THE SPRINGFIELD,115 CHEMPAKA KUNING LINK,1730000,731,8/10/2021,Terrace House,1999,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.600087047,TANAH MERAH MRT STATION,0.618375543,0,2368.08,2
N.A.,5 SECOND AVENUE,33388888,1671,8/10/2021,Detached House,2021,Resale,10,2021,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.750322841,SIXTH AVENUE MRT STATION,0.350387792,0,19984.44,1
N.A.,687 UPPER CHANGI ROAD EAST,1650000,339,8/10/2021,Semi-Detached House,2021,Resale,16,2021,1,99-yr,188,CHONGZHENG PRIMARY SCHOOL,1.444500327,UPPER CHANGI MRT STATION,0.056316515,0,4868.56,2
OPERA ESTATE,21 RIENZI STREET,2600000,1867,8/10/2021,Terrace House,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.683593772,BEDOK MRT STATION,0.645025559,0,1392.86,2
THOMSON HILLS ESTATE,23 THOMSON TERRACE,3100000,1389,8/10/2021,Terrace House,2019,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.615520717,LENTOR MRT STATION,0.930145283,0,2231.38,1
N.A.,11B VALLEY ROAD,3950000,1145,8/10/2021,Semi-Detached House,2021,Resale,19,2021,1,Freehold,188,HOLY INNOCENTS' PRIMARY SCHOOL,0.821226821,KOVAN MRT STATION,0.443782673,0,3448.79,1
KENT RIDGE HILL RESIDENCES,60K SOUTH BUONA VISTA ROAD,2616875,1430,9/10/2021,Terrace House,Uncompleted,New Sale,5,2021,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.201913512,PASIR PANJANG MRT STATION,0.56785583,0,1829.88,3
N.A.,11 BUNGA RAMPAI PLACE,3300000,2009,11/10/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.715517679,BARTLEY MRT STATION,0.592339195,0,1642.59,1
THE VILLAS @ SENTOSA COVE,100 OCEAN DRIVE,7000000,2724,11/10/2021,Terrace House,2007,Resale,4,2021,1,99-yr,1,RADIN MAS PRIMARY SCHOOL,3.44393903,PRINCE EDWARD MRT STATION,2.32960848,0,2569.37,3
N.A.,25A POH HUAT ROAD,3760000,1097,11/10/2021,Semi-Detached House,2021,Resale,19,2021,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.581988485,KOVAN MRT STATION,0.701259107,0,3428.33,1
MACPHERSON GARDEN ESTATE,40 JALAN SETIA,2608000,1926,11/10/2021,Terrace House,2020,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.018413519,MATTAR MRT STATION,0.788772657,0,1354.11,2
CANARY PARK,16 JALAN SIMPANG BEDOK,4400888,1721,11/10/2021,Terrace House,1992,Resale,16,2021,1,Freehold,1,RED SWASTIKA SCHOOL,1.360588453,TANAH MERAH MRT STATION,0.635942124,0,2556.45,2
SERANGOON GARDEN ESTATE,31 CARISBROOKE GROVE,5380000,1532,11/10/2021,Semi-Detached House,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.53950695,LORONG CHUAN MRT STATION,0.861457883,0,3512.29,2
BANYAN PARK,74 CHWEE CHIAN ROAD,5100000,1308,11/10/2021,Semi-Detached House,1998,Resale,5,2021,1,Freehold,1,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.318707128,PASIR PANJANG MRT STATION,0.471225824,0,3899.8,3
