Project.Name,Address,Transacted Price,Price (psf),Date,Property.Type,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,ENBLOC,Avg area sqf,Dist_Sch_Label
CAPITOL PARK,5 JALAN SENI,4600000,2517,19/7/2019,Terrace House,2011,Resale,11,2019,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.281402831,BOTANIC GARDENS MRT STATION,0.580715028,0,1827.73,2
N.A.,785 OLD HOLLAND ROAD,18600000,1039,21/7/2019,Detached House,2021,Resale,10,2019,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.467602746,KING ALBERT PARK MRT STATION,0.698872153,0,17902.68,2
N.A.,1B JALAN BUNGA RAMPAI,2868000,1754,22/7/2019,Terrace House,2021,Resale,19,2019,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.726001823,BARTLEY MRT STATION,0.590176716,0,1635.05,1
THE SPRINGFIELD,18 CHEMPAKA KUNING LINK,1368000,588,22/7/2019,Terrace House,1999,Resale,16,2019,1,99-yr,1,RED SWASTIKA SCHOOL,1.684020251,TANAH MERAH MRT STATION,0.68513137,0,2325.02,2
CAYMAN RESIDENCES,3G EAST COAST AVENUE,4400000,2523,22/7/2019,Terrace House,Uncompleted,New Sale,15,2019,1,Freehold,1,TAO NAN SCHOOL,1.251375964,MARINE TERRACE MRT STATION,0.827532761,0,1743.77,2
N.A.,9 SUNSET DRIVE,6825000,1107,23/7/2019,Detached House,2021,Resale,21,2019,1,Freehold,188,NAN HUA PRIMARY SCHOOL,0.941252541,CLEMENTI MRT STATION,1.139965899,0,6166.7,1
N.A.,211 MARINE PARADE,2000000,1468,23/7/2019,Terrace House,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,0.377701695,MARINE PARADE MRT STATION,0.457502789,0,1362.72,1
SERANGOON GARDEN ESTATE,27 HYTHE ROAD,2780000,1029,23/7/2019,Terrace House,2022,Resale,19,2019,1,999-yr,1,ROSYTH SCHOOL,1.050775775,LORONG CHUAN MRT STATION,1.795323023,0,2702.84,2
SERANGOON GARDEN ESTATE,27 HYTHE ROAD,5480000,2027,10/1/2022,Terrace House,2022,Resale,19,2022,1,999-yr,1,ROSYTH SCHOOL,1.050775775,LORONG CHUAN MRT STATION,1.795323023,0,2702.84,2
KEW VALE,6 KEW HEIGHTS,2180000,908,23/7/2019,Semi-Detached House,1996,Resale,16,2019,1,99-yr,1,TEMASEK PRIMARY SCHOOL,0.508332093,BEDOK SOUTH MRT STATION,0.480184628,0,2401.45,1
WESTWOOD PARK,17 WESTWOOD CRESCENT,1380000,855,23/7/2019,Terrace House,1998,Resale,22,2019,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.49688136,BOON LAY MRT STATION,1.587306174,0,1614.6,1
PRINCETON VALE,50 POH HUAT TERRACE,1718000,1047,23/7/2019,Terrace House,2001,Resale,19,2019,1,99-yr,1,XINMIN PRIMARY SCHOOL,0.655991329,KOVAN MRT STATION,0.974440018,0,1641.51,1
THOMSON RIDGE ESTATE,66 THOMSON RIDGE,3850000,1317,23/7/2019,Semi-Detached House,1995,Resale,20,2019,1,Freehold,1,AI TONG SCHOOL,0.891680026,UPPER THOMSON MRT STATION,0.218914292,0,2923.5,1
SELETAR HILLS ESTATE,33 JALAN LEKUB,2835000,864,23/7/2019,Semi-Detached House,2020,Resale,28,2019,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.034030973,BUANGKOK MRT STATION,2.475776366,0,3283.02,2
THE MORNING DEW,11 JALAN TARI PAYONG,2350000,1264,23/7/2019,Terrace House,2003,Resale,28,2019,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.714232327,SENGKANG MRT STATION,2.751464783,0,1858.94,1
ESTE VILLA,17J NIM ROAD,2458000,718,23/7/2019,Terrace House,2013,Resale,28,2019,1,Freehold,1,ROSYTH SCHOOL,1.572765553,ANG MO KIO MRT STATION,2.132669213,0,3422.95,2
N.A.,11 LORONG 110 CHANGI,2700000,1139,23/7/2019,Terrace House,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,1.419152815,KEMBANGAN MRT STATION,0.47237652,0,2370.23,2
N.A.,45 LEEDON PARK,28000000,1476,23/7/2019,Detached House,2021,Resale,10,2019,1,Freehold,188,NANYANG PRIMARY SCHOOL,1.111887358,HOLLAND VILLAGE MRT STATION,0.67949404,0,18973.7,2
N.A.,42 LUCKY HEIGHTS,4851000,799,24/7/2019,Semi-Detached House,2021,Resale,16,2019,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.518171921,BAYSHORE MRT STATION,0.485179109,0,6067.67,1
MING TECK PARK,31 MING TECK PARK,5600000,1593,24/7/2019,Semi-Detached House,2020,Resale,10,2019,1,999-yr,1,HENRY PARK PRIMARY SCHOOL,0.381381995,DOVER MRT STATION,1.235639555,0,3515.52,1
CHENG SOON GARDEN,41 CHENG SOON GARDEN,3515000,1242,24/7/2019,Terrace House,1991,Resale,21,2019,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.568004961,BEAUTY WORLD MRT STATION,0.819862243,0,2830.93,1
N.A.,14 JALAN CHENGKEK,3750000,1388,24/7/2019,Terrace House,Uncompleted,New Sale,13,2019,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.381022265,MATTAR MRT STATION,0.516917986,0,2701.76,2
N.A.,8 JALAN GUMILANG,2570000,1148,24/7/2019,Terrace House,2021,Resale,23,2019,1,Freehold,188,SAINT ANTHONY'S PRIMARY SCHOOL,1.485609455,HILLVIEW MRT STATION,0.801410398,0,2238.91,2
THE HILLOFT,127 JALAN DERMAWAN,2800000,564,25/7/2019,Semi-Detached House,2011,Resale,23,2019,1,999-yr,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.074504946,BUKIT GOMBAK MRT STATION,0.639010424,0,4962.2,2
N.A.,11 PENAGA PLACE,2050000,738,25/7/2019,Terrace House,2021,Resale,27,2019,1,99-yr,188,WELLINGTON PRIMARY SCHOOL,2.057545042,CANBERRA MRT STATION,2.173243409,0,2779.26,3
KINGSVILLE,44 KING'S DRIVE,3280000,1238,25/7/2019,Semi-Detached House,1999,Resale,10,2019,1,99-yr,1,NANYANG PRIMARY SCHOOL,0.147942616,FARRER ROAD MRT STATION,0.27002033,0,2650.1,1
N.A.,22 JALAN TANI,13561370,830,25/7/2019,Detached House,2021,Resale,19,2019,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.556780015,KOVAN MRT STATION,0.733674258,0,16338.68,1
THE RIVERINA,60 RIVERINA CRESCENT,1688000,1045,25/7/2019,Terrace House,2000,Resale,18,2019,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.002597383,PASIR RIS MRT STATION,0.824526664,0,1614.6,3
N.A.,7C JALAN ISMAIL,3399999,1183,26/7/2019,Terrace House,2021,Resale,14,2019,1,Freehold,188,MAHA BODHI SCHOOL,0.840892576,EUNOS MRT STATION,0.476154529,0,2875.06,1
VILLA VERDE,66 VERDE GROVE,1480000,780,26/7/2019,Terrace House,2000,Resale,23,2019,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.217785871,YEW TEE MRT STATION,0.724663749,0,1896.62,2
N.A.,38 ELITE PARK AVENUE,2650000,1314,26/7/2019,Terrace House,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,1.794923313,SIGLAP MRT STATION,0.808759924,0,2016.1,2
CHIP THYE GARDEN,2A YIO CHU KANG GARDENS,3060000,1590,26/7/2019,Terrace House,2010,Resale,20,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.859111952,LENTOR MRT STATION,0.530143339,0,1924.6,1
FENGLI GARDENS,26C LORONG ONG LYE,3680000,1814,26/7/2019,Terrace House,1990,Resale,19,2019,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.66827363,BARTLEY MRT STATION,0.607533111,0,2029.01,1
N.A.,31 SIANG KUANG AVENUE,2300000,1244,26/7/2019,Terrace House,2021,Resale,13,2019,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.532575522,POTONG PASIR MRT STATION,0.362583484,0,1849.26,2
N.A.,31 SIANG KUANG AVENUE,2350000,1271,23/10/2020,Terrace House,2021,Resale,13,2020,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.532575522,POTONG PASIR MRT STATION,0.362583484,0,1849.26,2
N.A.,32 JALAN ILMU,6250000,1331,26/7/2019,Terrace House,2021,Resale,11,2019,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.319292059,BOTANIC GARDENS MRT STATION,0.742670595,0,4695.26,2
ILLOURA,861 OLD HOLLAND ROAD #01-04,4250000,1018,26/7/2019,Semi-Detached House,2009,Resale,10,2019,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.748787503,SIXTH AVENUE MRT STATION,0.775112068,0,4176.43,2
ILLOURA,861 OLD HOLLAND ROAD #01-03,4288000,1024,24/10/2019,Semi-Detached House,2009,Resale,10,2019,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.748787503,SIXTH AVENUE MRT STATION,0.775112068,0,4187.2,2
ILLOURA,861 OLD HOLLAND ROAD #01-02,4400000,1054,29/12/2020,Semi-Detached House,2009,Resale,10,2020,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.748787503,SIXTH AVENUE MRT STATION,0.775112068,0,4176.43,2
ILLOURA,861 OLD HOLLAND ROAD #01-23,5550000,1267,28/3/2022,Semi-Detached House,2009,Resale,10,2022,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.748787503,SIXTH AVENUE MRT STATION,0.775112068,0,4380.95,2
N.A.,283G PASIR PANJANG ROAD,2718000,1075,26/7/2019,Semi-Detached House,2021,Resale,5,2019,1,Freehold,188,FAIRFIELD METHODIST SCHOOL (PRIMARY),1.788867154,HAW PAR VILLA MRT STATION,0.325049869,0,2529.54,2
BELGRAVIA GREEN,347 BELGRAVIA DRIVE,3089490,891,28/7/2019,Terrace House,Uncompleted,New Sale,28,2019,1,Freehold,1,ROSYTH SCHOOL,1.456719208,ANG MO KIO MRT STATION,2.05783257,0,3466.01,2
SERANGOON GARDEN ESTATE,69 BORTHWICK DRIVE,2820000,1005,29/7/2019,Terrace House,2022,Resale,19,2019,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.580020455,LORONG CHUAN MRT STATION,1.231752044,0,2805.1,2
N.A.,355R GOODLINK PARK,2430000,1363,29/7/2019,Terrace House,2021,Resale,27,2019,1,Freehold,188,NORTHLAND PRIMARY SCHOOL,1.915139419,YISHUN MRT STATION,1.210634888,0,1782.52,2
N.A.,10E TOH TUCK CRESCENT,1750000,1018,29/7/2019,Terrace House,2021,Resale,21,2019,1,99-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.226645767,BEAUTY WORLD MRT STATION,1.254019633,0,1719.01,2
N.A.,33 ENG KONG PLACE,2580000,1448,29/7/2019,Terrace House,2021,Resale,21,2019,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.013847775,BEAUTY WORLD MRT STATION,1.186945838,0,1781.44,2
N.A.,12 JALAN ZAMRUD,3250000,670,29/7/2019,Terrace House,2021,Resale,23,2019,1,Freehold,188,SAINT ANTHONY'S PRIMARY SCHOOL,1.531157718,HILLVIEW MRT STATION,0.611623943,0,4853.49,2
N.A.,84 SIANG KUANG AVENUE,2288000,1513,29/7/2019,Terrace House,2021,Resale,13,2019,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.505603446,POTONG PASIR MRT STATION,0.446825015,0,1512.34,2
HILLCREST VILLA,7J HILLCREST ROAD,3000000,951,29/7/2019,Terrace House,2009,Resale,11,2019,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.144886817,TAN KAH KEE MRT STATION,0.378575515,0,3153.85,1
GOLDEN HILL ESTATE,2 LI HWAN VIEW,5120000,1372,29/7/2019,Semi-Detached House,2015,Resale,19,2019,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.262152036,LORONG CHUAN MRT STATION,0.389377968,0,3732.96,2
THOMSON PARK,49 JALAN TERUBOK,2700000,1798,29/7/2019,Terrace House,2014,Resale,20,2019,1,Freehold,1,AI TONG SCHOOL,0.673033926,UPPER THOMSON MRT STATION,0.302265982,0,1501.58,1
SERANGOON GARDEN ESTATE,1 CRICHTON CLOSE,3930000,963,30/7/2019,Detached House,2022,Resale,19,2019,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.409579885,LORONG CHUAN MRT STATION,0.652649316,0,4079.56,2
AVANT PARC,7 WAK HASSAN PLACE,2250000,1143,30/7/2019,Terrace House,2014,Resale,27,2019,1,99-yr,1,WELLINGTON PRIMARY SCHOOL,1.994685265,CANBERRA MRT STATION,2.190276537,0,1968.74,2
SEMBAWANG SPRINGS ESTATE,11 JALAN SALANG,3690000,1275,30/7/2019,Semi-Detached House,2021,Resale,27,2019,1,Freehold,1,CHONGFU SCHOOL,1.462451025,CANBERRA MRT STATION,0.771605185,0,2893.36,2
ESTRIVILLAS,55L JALAN LIM TAI SEE,3408000,631,30/7/2019,Semi-Detached House,2013,Resale,10,2019,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.089380078,HOLLAND VILLAGE MRT STATION,1.119186264,0,5403.53,2
SERANGOON GARDEN ESTATE,90 FARLEIGH AVENUE,6300000,1510,30/7/2019,Detached House,2022,Resale,19,2019,1,999-yr,1,ROSYTH SCHOOL,1.497960325,ANG MO KIO MRT STATION,1.504067522,0,4171.05,2
YEW LIAN PARK,24 TAMAN PERMATA,2730000,1380,30/7/2019,Terrace House,1967,Resale,20,2019,1,Freehold,1,AI TONG SCHOOL,1.003723407,UPPER THOMSON MRT STATION,0.347117768,0,1978.42,2
SEMBAWANG HILLS ESTATE,20 JALAN TELANG,3450000,1687,30/7/2019,Terrace House,2021,Resale,20,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.715456185,MAYFLOWER MRT STATION,1.050965947,0,2045.16,1
NIM COLLECTION,50 NIM TERRACE,2908000,1732,31/7/2019,Terrace House,Uncompleted,New Sale,28,2019,1,99-yr,1,ROSYTH SCHOOL,1.399442102,ANG MO KIO MRT STATION,1.934083706,0,1679.18,2
PAVILION PARK,295 PAVILION CIRCLE,2650000,1640,31/7/2019,Terrace House,2014,Resale,23,2019,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.609774371,BUKIT GOMBAK MRT STATION,1.176167198,0,1615.68,1
FRANKEL ESTATE,29 DUNBAR WALK,4630000,1090,31/7/2019,Semi-Detached House,2021,Resale,15,2019,1,Freehold,1,TAO NAN SCHOOL,0.972218388,MARINE TERRACE MRT STATION,0.671492111,0,4249.63,1
EAST VIEW GARDEN,32 MERAGI ROAD,1450000,389,31/7/2019,Semi-Detached House,1993,Resale,16,2019,1,99-yr,1,CHONGZHENG PRIMARY SCHOOL,1.222788929,UPPER CHANGI MRT STATION,0.35001996,0,3728.65,2
TEACHER'S HOUSING ESTATE,7 TAGORE AVENUE,1900000,1054,31/7/2019,Terrace House,2011,Resale,26,2019,1,999-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.007891709,LENTOR MRT STATION,0.722390686,0,1801.89,2
N.A.,112 JALAN CHEMPAKA KUNING,480000,190,1/8/2019,Terrace House,2021,Resale,16,2019,1,99-yr,188,RED SWASTIKA SCHOOL,1.590136769,TANAH MERAH MRT STATION,0.657250503,0,2529.54,2
SERANGOON GARDEN ESTATE,14 BLANDFORD DRIVE,3200000,1148,1/8/2019,Terrace House,2022,Resale,19,2019,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.372728351,LORONG CHUAN MRT STATION,0.89518686,0,2786.8,2
THE COUNTRYSIDE,143 COUNTRYSIDE ROAD,6200000,1026,1/8/2019,Detached House,1998,Resale,26,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.752116091,LENTOR MRT STATION,0.635976484,0,6041.83,2
THE COUNTRYSIDE,143 COUNTRYSIDE ROAD,6660000,1102,22/3/2021,Detached House,1998,Resale,26,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.752116091,LENTOR MRT STATION,0.635976484,0,6041.83,2
N.A.,129 NAMLY AVENUE,5730000,1522,1/8/2019,Semi-Detached House,2021,Resale,10,2019,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,1.45101377,SIXTH AVENUE MRT STATION,0.684853371,0,3765.25,2
PAVILION PARK,53 PAVILION RISE,3000000,1394,1/8/2019,Semi-Detached House,2014,Resale,23,2019,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.837976115,CASHEW MRT STATION,1.312518325,0,2152.8,1
N.A.,4 CEYLON ROAD,3400000,1779,1/8/2019,Terrace House,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,0.931169848,MARINE PARADE MRT STATION,0.360326647,0,1911.69,1
CHANGI HEIGHTS,29 JALAN SINAR BULAN,2250000,1298,2/8/2019,Terrace House,2002,Resale,17,2019,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.456000314,CHANGI AIRPORT MRT STATION,1.943633994,0,1733,2
N.A.,7 PALM AVENUE,5450000,1649,2/8/2019,Semi-Detached House,2021,Resale,15,2019,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.812435677,SIGLAP MRT STATION,0.330518057,0,3304.55,2
FRANKEL ESTATE,57A DUNBAR WALK,7680000,1525,2/8/2019,Detached House,2021,Resale,15,2019,1,Freehold,1,TAO NAN SCHOOL,1.149426167,KEMBANGAN MRT STATION,0.72671612,0,5035.4,2
LYNWOOD EIGHT,8C LYNWOOD GROVE,3300000,533,2/8/2019,Detached House,2012,Resale,13,2019,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.015990764,LORONG CHUAN MRT STATION,0.749917111,0,6189.3,2
MING TECK PARK,574 SIXTH AVENUE,3900000,1173,2/8/2019,Semi-Detached House,2020,Resale,10,2019,1,999-yr,1,HENRY PARK PRIMARY SCHOOL,0.430623589,HOLLAND VILLAGE MRT STATION,1.170695401,0,3323.92,1
N.A.,47 WARINGIN WALK,8000000,665,2/8/2019,Detached House,2021,Resale,14,2019,1,Freehold,188,TAO NAN SCHOOL,1.9383909,KEMBANGAN MRT STATION,0.583381011,0,12036.3,2
N.A.,8 HENDRY CLOSE,2300000,1247,2/8/2019,Terrace House,2021,Resale,19,2019,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.134709471,KOVAN MRT STATION,0.412102692,0,1843.87,2
N.A.,8 HENDRY CLOSE,4000000,2169,20/9/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.134709471,KOVAN MRT STATION,0.412102692,0,1843.87,2
CLASSICAL TERRACE,23A JALAN RINDU,2380000,905,5/8/2019,Semi-Detached House,1995,Resale,19,2019,1,99-yr,1,MARIS STELLA HIGH SCHOOL,0.37345806,BARTLEY MRT STATION,0.463506138,0,2630.72,1
BELGRAVIA GREEN,249 BELGRAVIA DRIVE,2709000,865,6/8/2019,Terrace House,Uncompleted,New Sale,28,2019,1,Freehold,1,ROSYTH SCHOOL,1.390636616,ANG MO KIO MRT STATION,2.027765758,0,3132.32,2
N.A.,25-7 BOUNDARY ROAD,2430000,997,6/8/2019,Terrace House,2021,Resale,19,2019,25,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.195082601,SERANGOON MRT STATION,0.447321009,0,2436.97,2
N.A.,33 BEECHWOOD GROVE,2845000,464,6/8/2019,Detached House,2021,Resale,25,2019,1,99-yr,188,ADMIRALTY PRIMARY SCHOOL,3.04600217,MARSILING MRT STATION,0.724693376,0,6135.48,3
MONT TIMAH,69 BUKIT WAY,4180000,807,7/8/2019,Terrace House,2011,Resale,21,2019,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.920549926,BEAUTY WORLD MRT STATION,0.58301739,0,5177.48,1
SEMBAWANG SPRINGS ESTATE,37 JALAN KEMUNING,1850001,1084,7/8/2019,Terrace House,2021,Resale,27,2019,1,Freehold,1,WELLINGTON PRIMARY SCHOOL,1.375304868,CANBERRA MRT STATION,0.489931419,0,1706.09,2
SELETAR HILLS ESTATE,7 NIM DRIVE,6500000,1434,7/8/2019,Detached House,2020,Resale,28,2019,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.426928505,YIO CHU KANG MRT STATION,2.371605875,0,4533.8,2
N.A.,17 WOO MON CHEW ROAD,3000000,1426,7/8/2019,Terrace House,2021,Resale,15,2019,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.925746627,SIGLAP MRT STATION,0.561749774,0,2104.36,2
MACPHERSON GARDEN ESTATE,94 JALAN GEMBIRA,1750000,1964,7/8/2019,Terrace House,2020,Resale,13,2019,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.14784127,MATTAR MRT STATION,0.641026079,0,891.26,2
N.A.,38 JALAN PARI KIKIS,2200000,1079,7/8/2019,Terrace House,2021,Resale,16,2019,1,Freehold,188,RED SWASTIKA SCHOOL,1.060058597,TANAH MERAH MRT STATION,0.555832918,0,2039.78,2
N.A.,3 BUNGA RAMPAI PLACE,2250000,1370,8/8/2019,Terrace House,2021,Resale,19,2019,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.693089444,BARTLEY MRT STATION,0.568280432,0,1642.59,1
N.A.,6 STONE AVENUE,4018000,1530,8/8/2019,Semi-Detached House,2021,Resale,21,2019,1,999-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.111159553,KING ALBERT PARK MRT STATION,0.223968583,0,2625.34,2
BINJAI CREST,99 JALAN KAMPONG CHANTEK,1819000,599,8/8/2019,Terrace House,2004,Resale,21,2019,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.463165841,KING ALBERT PARK MRT STATION,1.010180896,0,3035.45,2
N.A.,8A LORONG N TELOK KURAU,3500000,1398,8/8/2019,Terrace House,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,0.505520774,MARINE TERRACE MRT STATION,0.722760146,0,2503.71,1
NIM COLLECTION,44 NIM TERRACE,2868000,1708,8/8/2019,Terrace House,Uncompleted,New Sale,28,2019,1,99-yr,1,ROSYTH SCHOOL,1.41227315,ANG MO KIO MRT STATION,1.917142407,0,1679.18,2
N.A.,6A RICHARDS AVENUE,4100000,765,8/8/2019,Terrace House,2021,Resale,19,2019,1,Freehold,188,XINMIN PRIMARY SCHOOL,1.180739374,KOVAN MRT STATION,0.39285251,0,5357.24,2
PEAKVIEW ESTATE,15 JALAN PARI KIKIS,3218888,976,8/8/2019,Semi-Detached House,2012,Resale,16,2019,1,Freehold,1,RED SWASTIKA SCHOOL,1.02333367,TANAH MERAH MRT STATION,0.564985096,0,3299.17,2
N.A.,4 FABER HEIGHTS,5150000,1271,8/8/2019,Semi-Detached House,2021,Resale,5,2019,1,Freehold,188,NAN HUA PRIMARY SCHOOL,0.435489669,CLEMENTI MRT STATION,1.094855929,0,4052.65,1
BELGRAVIA GREEN,267 BELGRAVIA DRIVE,3028580,885,12/8/2019,Terrace House,Uncompleted,New Sale,28,2019,1,Freehold,1,ROSYTH SCHOOL,1.435610152,ANG MO KIO MRT STATION,2.012249957,0,3422.95,2
D'MANOR,25 TANAH MERAH KECHIL AVENUE,1738000,638,13/8/2019,Terrace House,2000,Resale,16,2019,1,99-yr,1,RED SWASTIKA SCHOOL,1.282438908,TANAH MERAH MRT STATION,0.470179478,0,2723.29,2
N.A.,1 ROSYTH TERRACE,2880000,1165,13/8/2019,Terrace House,2021,Resale,19,2019,1,999-yr,188,ROSYTH SCHOOL,1.097712969,KOVAN MRT STATION,1.01922183,0,2471.41,2
OPERA ESTATE,65 FIDELIO STREET,2380000,1174,13/8/2019,Terrace House,2022,Resale,15,2019,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.883843003,BEDOK MRT STATION,0.852822545,0,2027.94,2
OPERA ESTATE,65 FIDELIO STREET,4600000,2268,10/8/2021,Terrace House,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.883843003,BEDOK MRT STATION,0.852822545,0,2027.94,2
SELETAR HILLS ESTATE,18 JALAN LEKUB,3999999,1273,13/8/2019,Semi-Detached House,2020,Resale,28,2019,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.104558301,BUANGKOK MRT STATION,2.443737145,0,3142.01,2
TAI KENG GARDENS,74 JALAN LOKAM,3650000,1015,13/8/2019,Semi-Detached House,2009,Resale,19,2019,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.251706319,BARTLEY MRT STATION,0.7335355,0,3595.18,1
N.A.,35 INGGU ROAD,2000000,1160,13/8/2019,Terrace House,2021,Resale,27,2019,1,99-yr,188,WELLINGTON PRIMARY SCHOOL,2.152922332,CANBERRA MRT STATION,2.231670826,0,1724.39,3
WESTMONT,17E WEST COAST ROAD,2100000,728,14/8/2019,Terrace House,2009,Resale,5,2019,1,Freehold,1,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.225533901,KENT RIDGE MRT STATION,1.973236375,0,2884.75,3
FRANKEL ESTATE,38B DUNBAR WALK,2701000,1617,14/8/2019,Terrace House,2021,Resale,15,2019,1,Freehold,1,TAO NAN SCHOOL,1.156245207,KEMBANGAN MRT STATION,0.766901893,0,1670.57,2
HAUS@SERANGOON GARDEN,14 SERANGOON GARDEN TERRACE,2200000,1363,14/8/2019,Terrace House,2016,Resale,19,2019,1,99-yr,1,ROSYTH SCHOOL,1.776924121,ANG MO KIO MRT STATION,1.356988477,0,1614.6,2
N.A.,21 JALAN MELOR,3850000,1605,14/8/2019,Terrace House,Uncompleted,New Sale,13,2019,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.327938558,MATTAR MRT STATION,0.574104986,0,2398.22,2
THE RIVERINA,101 RIVERINA VIEW,1618888,1003,14/8/2019,Terrace House,2000,Resale,18,2019,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.953566168,PASIR RIS MRT STATION,0.809004375,0,1614.6,2
GREEN HILL ESTATE,7 CHESTNUT CLOSE,6000000,1000,14/8/2019,Detached House,2010,Resale,23,2019,1,Freehold,1,WEST SPRING PRIMARY SCHOOL,2.298332284,CASHEW MRT STATION,0.892833958,0,5998.78,3
OPERA ESTATE,6 RIENZI STREET,1950000,1400,14/8/2019,Terrace House,2022,Resale,15,2019,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.628851012,BEDOK MRT STATION,0.595306515,0,1392.86,2
OPERA ESTATE,6 RIENZI STREET,3000000,2154,5/4/2022,Terrace House,2022,Resale,15,2022,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.628851012,BEDOK MRT STATION,0.595306515,0,1392.86,2
THE GREENWOOD,187 GREENWOOD AVENUE,2580000,786,15/8/2019,Terrace House,2011,Resale,11,2019,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.939586784,SIXTH AVENUE MRT STATION,1.165416805,0,3283.02,1
CHUAN VILLE,31 CHUAN LINK,1770000,1070,15/8/2019,Terrace House,2004,Resale,19,2019,1,99-yr,1,ROSYTH SCHOOL,1.647962888,LORONG CHUAN MRT STATION,1.037982152,0,1654.43,2
